message,label
urgent call 09066350750 from your landline your complimentary ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18,spam
just trying to figure out when im suppose to see couple different people this week we said wed get together but didnt set dates,ham
you know what hook up means right,ham
anything lar then not going home dinner,ham
just buy pizza meat lovers or supreme get to pick,ham
want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow,spam
are you plans with your family set in stone,ham
love you you set my soul on fire it is not just spark but it is flame big rawring flame xoxo,ham
noits ful of song lyrics,ham
fun fact although you would think armand would eventually build up tolerance or some shit considering how much he smokes he gets fucked up in like hits,ham
1s finish meeting call me,ham
sorry missed your call lets talk when you have the time im on 07090201529,spam
arngd marriage is while walkin unfortuntly snake bites bt love marriage is dancing in frnt of snake amp sayin bite me bite me,ham
see when we finish we have loads of loans to pay,ham
yeah think my usual guys still passed out from last night if you get ahold of anybody let me know and ill throw down,ham
how are you enjoying this semester take care brother,ham
omg you can make wedding chapel in frontierville why do they get all the good stuff,ham
sitting in mu waiting for everyone to get out of my suite so can take shower,ham
also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week have new bong gt,ham
sweet heart how are you,ham
88800 and 89034 are premium phone services call 08718711108,spam
pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,ham
just seeing your missed call my dear brother do have gr8 day,ham
japanese proverb if one can do it too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make strike against it,ham
you see the requirements please,ham
hiya how was last night ive been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wan na meet,ham
hey want you crave you miss you need you love you ahmad saeed al hallaq,ham
carry on not disturbing both of you,ham
ur cashbalance is currently 500 pounds to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1,spam
understand his loss is my gain so do you work school,ham
im in town now so ill jus take mrt down later,ham
ok now am in bus if come soon will come otherwise tomorrow,ham
no but we found diff farm shop to buy some cheese on way back now can call in,ham
cant right this second got ta hit people up first,ham
enjoy urself tmr,ham
sorry will be able to get to you see you in the morning,ham
ur cashbalance is currently 500 pounds to maximize ur cashin now send go to 86688 only 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl,spam
hey feeling any better hopeso hunny amnow feelin ill ithink may have tonsolitusaswell damn iam layin in bedreal bored lotsof luv me xxxx,ham
hurry home big butt hang up on your last caller if have to food is done and im starving dont ask what cooked,ham
my sister got placed in birla soft da,ham
its taxt massagetiepos argh ok lool,ham
yeah theres quite bit left ill swing by tomorrow when get up,ham
you have come into my life and brought the sun shiny down on me warming my heart putting constant smile on my face making me feel loved and cared for,ham
lol grr my mom is taking forever with my prescription pharmacy is like minutes away ugh,ham
sir good morning hope you had good weekend called to let you know that was able to raise ltgt from my dad he however said he would make the rest available by mid feb this amount is still quite short and was hoping you would help do have good day abiola,ham
im not smoking while people use wylie smokes too much to justify ruining my shit,ham
soon you will have the real thing princess do make you wet,ham
watever relation built up in dis world only thing which remains atlast iz lonlines with lotz lot memories feeling,ham
back in brum thanks for putting us up and keeping us all and happy see you soon,ham
where are you what are you doing are yuou working on getting the pc to your moms did you find spot that it would work need you,ham
sorry you never hear unless you book it one was kinda jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look,ham
we have sent jd for customer service cum accounts executive to ur mail id for details contact us,ham
stop the story ive told him ive returned it and hes saying should not re order it,ham
free ring tone just text polys to 87131 then every week get new tone 0870737910216yrs only 150wk,spam
goodmorning sleeping ga,ham
you want to go,ham
arr birthday today wish him to get more oscar,ham
spook up your mob with halloween collection of logo pic message plus free eerie tone txt card spook to 8007 zed 08701417012150p per logopic,spam
shuhui has bought rons present its swatch watch,ham
any pain on urination any thing else,ham
hiya probably coming home weekend after next,ham
well join the ltgt bus,ham
would fuckin believe it they didnt know had thurs pre booked off so they re cancelled me again that needs to sacked,ham
love working from home,ham
sent you ltgt bucks,ham
also hi wesley howve you been,ham
gud ni8 dearslp welltake careswt dreamsmuah,ham
yo do you know anyone ltgt or otherwise able to buy liquor our guy flaked and right now if we dont get hold of somebody its just loko all night,ham
yeah am so ill leave maybe 7ish,ham
im back amp were packing the car now ill let you know if theres room,ham
great im in church now will holla when get out,ham
wake up already wat doing picking us up later rite im taking sq825 reaching ard smth like dat can check arrival time ya soon,ham
private your 2003 account statement for fone no shows 800 unredeemed points call 08715203656 identifier code 42049 expires 261004,spam
ha ha ha good joke girls are situation seekers,ham
